Seq	sample	Entrez_old	Entrez	Symbol
2122	AGFG1	3267	3267	AGFG1
2123	DPF2	5977	5977	DPF2
2124	DPF3	8110	8110	DPF3
2125	DPF1	8193	8193	DPF1
2126	ASNA1	439	439	GET3
2127	RPS12	6206	6206	RPS12
2128	SAGE1	55511	55511	SAGE1
2129	WNT16	51384	51384	WNT16
2130	CRYGS	1427	1427	CRYGS
2131	RPL18A	6142	6142	RPL18A
2132	SIX1	6495	6495	SIX1
2133	KRT3	3850	3850	KRT3
2134	KRT2	3849	3849	KRT2
2135	KRT1	3848	3848	KRT1
2136	OR2F1	26211	26211	OR2F1
2137	FST	10468	10468	FST
2138	SIX2	10736	10736	SIX2
2139	CRYGN	155051	155051	CRYGN
2140	KRT4	3851	3851	KRT4
2141	CLEC18A	348174	348174	CLEC18A
2142	CRYGA	1418	1418	CRYGA
2143	CEND1	51286	51286	CEND1
2144	CRYGC	1420	1420	CRYGC
2145	DACT1	51339	51339	DACT1
2146	DACT3	147906	147906	DACT3
2147	DACT2	168002	168002	DACT2
2148	VPS45	11311	11311	VPS45
2149	SPRR2F	6705	6705	SPRR2F
2150	VPS41	27072	27072	VPS41
2151	BCAP29	55973	55973	BCAP29
2152	SLC15A4	121260	121260	SLC15A4
2153	TMCC1	23023	23023	TMCC1
2154	TMCC2	9911	9911	TMCC2
2155	ECT2L	345930	345930	ECT2L
2156	MGC23284	197187	197187	SNAI3-AS1
2157	SDR42E1	93517	93517	SDR42E1
2158	PP14571	100130449	100130449	LOC100130449
2159	TAS2R30	259293	259293	TAS2R30
2160	TAS2R31	259290	259290	TAS2R31
2161	NMNAT2	23057	23057	NMNAT2
2162	LOC147804	147804	147804	TPM3P9
2163	NMNAT1	64802	64802	NMNAT1
2164	ALOX12B	242	242	ALOX12B
2165	FOXG1	2290	2290	FOXG1
2166	TAS2R38	5726	5726	TAS2R38
2167	TAS2R39	259285	259285	TAS2R39
2168	EPB41L1	2036	2036	EPB41L1
2169	NAA16	79612	79612	NAA16
2170	EPB41L3	23136	23136	EPB41L3
2171	EPB41L2	2037	2037	EPB41L2
2172	EPB41L5	57669	57669	EPB41L5
2173	ACSS3	79611	79611	ACSS3
2174	ACSS2	55902	55902	ACSS2
2175	ACSS1	84532	84532	ACSS1
2176	KIDINS220	57498	57498	KIDINS220
2177	TMEM156	80008	80008	TMEM156
2178	PLEKHM1	9842	9842	PLEKHM1
2179	PLEKHM2	23207	23207	PLEKHM2
2180	FLJ43860	389690	389690	MROH5
2181	RHOXF1	158800	158800	RHOXF1
2182	VPS4B	9525	9525	VPS4B
2183	ZNF727	442319	442319	ZNF727
2184	GMEB2	26205	26205	GMEB2
2185	FAM72D	728833	728833	FAM72D
2186	SLC43A3	29015	29015	SLC43A3
2187	FAM72B	653820	653820	FAM72B
2188	FAM72A	729533	729533	FAM72A
2189	OR5C1	392391	392391	OR5C1
2190	DCAF13	25879	25879	DCAF13
2191	DFNA5	1687	1687	GSDME
2192	MAGEH1	28986	28986	MAGEH1
2193	VHL	7428	7428	VHL
2194	WNT3	7473	7473	WNT3
2195	WNT2	7472	7472	WNT2
2196	FIZ1	84922	84922	FIZ1
2197	LRRN4	164312	164312	LRRN4
2198	AGXT	189	189	AGXT
2199	CNTNAP3	79937	79937	CNTNAP3
2200	LRRN1	57633	57633	LRRN1
2201	PMS2L11	441263	441263	DTX2P1-UPK3BP1-PMS2P11
2202	PPP1R15A	23645	23645	PPP1R15A
2203	TREML3	340206	340206	TREML3P
2204	CNTNAP2	26047	26047	CNTNAP2
2205	BLMH	642	642	BLMH
2206	TREML4	285852	285852	TREML4
2207	ST8SIA6	338596	338596	ST8SIA6
2208	CNTNAP5	129684	129684	CNTNAP5
2209	MOGS	7841	7841	MOGS
2210	CNTNAP4	85445	85445	CNTNAP4
2211	SNORA46	677827	677827	SNORA46
2212	RECK	8434	8434	RECK
2213	SNORA44	677825	677825	SNORA44
2214	DHDPSL	112817	112817	HOGA1
2215	SNORA42	677823	677823	SNORA80E
2216	SNORA40	677822	677822	SNORA40
2217	MRPL37	51253	51253	MRPL37
2218	GPRIN2	9721	9721	GPRIN2
2219	GPRIN3	285513	285513	GPRIN3
2220	GPRIN1	114787	114787	GPRIN1
2221	ROGDI	79641	79641	ROGDI
2222	MRPL34	64981	64981	MRPL34
2223	NCRNA00235	64493	64493	LINC00235
2224	SNORA49	677829	677829	SNORA49
2225	SNORD116-24	100033435	100033435	SNORD116-24
2226	SNORD116-25	100033436	100033436	SNORD116-25
2227	HIST2H2BA	337875	337875	H2BP1
2228	MRPL35	51318	51318	MRPL35
2229	RUNX1T1	862	862	RUNX1T1
2230	HIST2H2BF	440689	440689	H2BC18
2231	FLJ46321	389763	389763	SPATA31D1
2232	SNORD116-23	100033434	100033434	SNORD116-23
2233	ZNF813	126017	126017	ZNF813
2234	SPTBN5	51332	51332	SPTBN5
2235	SPTBN4	57731	57731	SPTBN4
2236	SNORD116-28	100033820	100033820	SNORD116-28
2237	SNORD116-29	100033821	100033821	SNORD116-29
2238	SPTBN1	6711	6711	SPTBN1
2239	ZNF814	730051	730051	ZNF814
2240	KLF13	51621	51621	KLF13
2241	KLF12	11278	11278	KLF12
2242	KLF11	8462	8462	KLF11
2243	EBAG9	9166	9166	EBAG9
2244	KLF17	128209	128209	KLF17
2245	KLF16	83855	83855	KLF16
2246	KLF15	28999	28999	KLF15
2247	KLF14	136259	136259	KLF14
2248	TFAP2A	7020	7020	TFAP2A
2249	RBMY1B	378948	378948	RBMY1B
2250	TFAP2C	7022	7022	TFAP2C
2251	TFAP2B	7021	7021	TFAP2B
2252	TFAP2E	339488	339488	TFAP2E
2253	RBMY1F	159163	159163	RBMY1F
2254	KRTDAP	388533	388533	KRTDAP
2255	MCCD1	401250	401250	MCCD1
2256	C4orf14	84273	84273	NOA1
2257	GBE1	2632	2632	GBE1
2258	TYRP1	7306	7306	TYRP1
2259	OR51T1	401665	401665	OR51T1
2260	PCNA	5111	5111	PCNA
2261	SLC44A1	23446	23446	SLC44A1
2262	SLC44A2	57153	57153	SLC44A2
2263	C4orf17	84103	84103	C4orf17
2264	EIF3E	3646	3646	EIF3E
2265	SLC44A5	204962	204962	SLC44A5
2266	ZBTB7C	201501	201501	ZBTB7C
2267	ZBTB7B	51043	51043	ZBTB7B
2268	LOC144776	144776	144776	LINC00410
2269	MSI1	4440	4440	MSI1
2270	C4orf11	439934	439934	LINC00575
2271	MCCC2	64087	64087	MCCC2
2272	C4orf12	404201	404201	WDFY3-AS2
2273	PCNX	22990	22990	PCNX1
2274	MRPL39	54148	54148	MRPL39
2275	LOC92659	92659	92659	MAFG-DT
2276	HDAC1	3065	3065	HDAC1
2277	ENGASE	64772	64772	ENGASE
2278	ZMYND8	23613	23613	ZMYND8
2279	THBS1	7057	7057	THBS1
2280	OR2L13	284521	284521	OR2L13
2281	FAM149A	25854	25854	FAM149A
2282	FAM69B	138311	138311	DIPK1B
2283	RPA4	29935	29935	RPA4
2284	RPA1	6117	6117	RPA1
2285	KLK2	3817	3817	KLK2
2286	RPA3	6119	6119	RPA3
2287	ANKFN1	162282	162282	ANKFN1
2288	TENC1	23371	23371	TNS2
2289	CXorf40A	91966	91966	EOLA1
2290	CXorf40B	541578	541578	EOLA2
2291	KLK3	354	354	KLK3
2292	COQ9	57017	57017	COQ9
2293	NDUFS5	4725	4725	NDUFS5
2294	NDUFS6	4726	4726	NDUFS6
2295	NDUFS7	374291	374291	NDUFS7
2296	C1S	716	716	C1S
2297	C1R	715	715	C1R
2298	COQ7	10229	10229	COQ7
2299	COQ6	51004	51004	COQ6
2300	SLC9A3R1	9368	9368	SLC9A3R1
2301	COQ3	51805	51805	COQ3
2302	COQ2	27235	27235	COQ2
2303	FAM198A	729085	729085	GASK1A
2304	NEK7	140609	140609	NEK7
2305	FAM198B	51313	51313	GASK1B
2306	ZRANB1	54764	54764	ZRANB1
2307	KLK6	5653	5653	KLK6
2308	ZRANB3	84083	84083	ZRANB3
2309	ZRANB2	9406	9406	ZRANB2
2310	TTC7B	145567	145567	TTC7B
2311	HBD	3045	3045	HBD
2312	LOC100271722	100271722	100271722	LINC00899
2313	FAM132A	388581	388581	C1QTNF12
2314	ZFAND2A	90637	90637	ZFAND2A
2315	HBB	3043	3043	HBB
2316	CHMP2B	25978	25978	CHMP2B
2317	PCDHGB2	56103	56103	PCDHGB2
2318	MUC20	200958	200958	MUC20
2319	BOK	666	666	BOK
2320	PCDHGB7	56099	56099	PCDHGB7
2321	ATP9B	374868	374868	ATP9B
2322	ATP9A	10079	10079	ATP9A
2323	HBZ	3050	3050	HBZ
2324	LIPT2	387787	387787	LIPT2
2325	ZNF828	283489	283489	CHAMP1
2326	BOC	91653	91653	BOC
2327	SLC22A3	6581	6581	SLC22A3
2328	RREB1	6239	6239	RREB1
2329	DENND2C	163259	163259	DENND2C
2330	TPX2	22974	22974	TPX2
2331	DENND2A	27147	27147	DENND2A
2332	LOC100133920	100133920	100133920	LOC100133920
2333	DENND2D	79961	79961	DENND2D
2334	GAGE1	2543	2543	GAGE1
2335	OR52J3	119679	119679	OR52J3
2336	PPT2	9374	9374	PPT2
2337	GAGE4	2576	2576	GAGE4
2338	INPP4A	3631	3631	INPP4A
2339	GPR101	83550	83550	GPR101
2340	LOC145474	145474	145474	LOC145474
2341	MICAL3	57553	57553	MICAL3
2342	PHC1	1911	1911	PHC1
2343	PHC3	80012	80012	PHC3
2344	GPR107	57720	57720	GPR107
2345	GPR108	56927	56927	GPR108
2346	MFAP3L	9848	9848	MFAP3L
2347	THOC4	10189	10189	ALYREF
2348	UBE2G2	7327	7327	UBE2G2
2349	SYPL1	6856	6856	SYPL1
2350	STAT3	6774	6774	STAT3
2351	UBE2G1	7326	7326	UBE2G1
2352	SCNN1G	6340	6340	SCNN1G
2353	SAFB	6294	6294	SAFB
2354	GRXCR1	389207	389207	GRXCR1
2355	GRXCR2	643226	643226	GRXCR2
2356	ZNF366	167465	167465	ZNF366
2357	RAX2	84839	84839	RAX2
2358	PRF1	5551	5551	PRF1
2359	MGMT	4255	4255	MGMT
2360	SLC35E2	9906	9906	SLC35E2A
2361	WSB2	55884	55884	WSB2
2362	TRNP1	388610	388610	TRNP1
2363	H2AFV	94239	94239	H2AZ2
2364	LOC400804	400804	400804	LINC02817
2365	OR2A25	392138	392138	OR2A25
2366	ZNF335	63925	63925	ZNF335
2367	H2AFX	3014	3014	H2AX
2368	H2AFY	9555	9555	MACROH2A1
2369	H2AFZ	3015	3015	H2AZ1
2370	TMCO2	127391	127391	TMCO2
2371	TMEM189-UBE2V1	387522	387522	PEDS1-UBE2V1
2372	RNF8	9025	9025	RNF8
2373	RFX5	5993	5993	RFX5
2374	RNF6	6049	6049	RNF6
2375	RNF7	9616	9616	RNF7
2376	RNF4	6047	6047	RNF4
2377	RNF5	6048	6048	RNF5
2378	RNF2	6045	6045	RNF2
2379	APP	351	351	APP
2380	H2AFJ	55766	55766	H2AJ
2381	RYBP	23429	23429	RYBP
2382	PRSS1	5644	5644	PRSS1
2383	NCAPG2	54892	54892	NCAPG2
2384	SNORA71D	677840	677840	SNORA71D
2385	PSMA4	5685	5685	PSMA4
2386	NRXN2	9379	9379	NRXN2
2387	CSN1S2A	286828	286828	CSN1S2AP
2388	SRGN	5552	5552	SRGN
2389	LRRC69	100130742	100130742	LRRC69
2390	KC6	641516	641516	KC6
2391	CLTA	1211	1211	CLTA
2392	BPY2	9083	9083	BPY2
2393	CLTC	1213	1213	CLTC
2394	CLTB	1212	1212	CLTB
2395	TMEM159	57146	57146	TMEM159
2396	RRAGA	10670	10670	RRAGA
2397	LRRC61	65999	65999	LRRC61
2398	TNS3	64759	64759	TNS3
2399	LRRC67	286187	286187	PPP1R42
2400	ADRBK1	156	156	GRK2
2401	ADRBK2	157	157	GRK3
2402	DPEP3	64180	64180	DPEP3
2403	STAMBPL1	57559	57559	STAMBPL1
2404	C7orf36	57002	57002	YAE1
2405	C7orf34	135927	135927	LLCFC1
2406	C7orf33	202865	202865	C7orf33
2407	C7orf31	136895	136895	C7orf31
2408	C7orf30	115416	115416	MALSU1
2409	PAIP2B	400961	400961	PAIP2B
2410	DEFB121	245934	245934	DEFB121
2411	TNK1	8711	8711	TNK1
2412	RRAGB	10325	10325	RRAGB
2413	LHFP	10186	10186	LHFPL6
2414	ZNF829	374899	374899	ZNF829
2415	USP27X	389856	389856	USP27X
2416	PCOLCE	5118	5118	PCOLCE
2417	TFAP2D	83741	83741	TFAP2D
2418	GPR50	9248	9248	GPR50
2419	PRSS3	5646	5646	PRSS3
2420	EPM2A	7957	7957	EPM2A
2421	ISCA1	81689	81689	ISCA1
2422	RNF103	7844	7844	RNF103
2423	ISCA2	122961	122961	ISCA2
2424	FAM118A	55007	55007	FAM118A
2425	UBE2NL	389898	389898	UBE2NL
2426	FAM118B	79607	79607	FAM118B
2427	LMX1A	4009	4009	LMX1A
2428	ZCCHC24	219654	219654	ZCCHC24
2429	LMX1B	4010	4010	LMX1B
2430	TMEM178	130733	130733	TMEM178A
2431	OR6V1	346517	346517	OR6V1
2432	PPIG	9360	9360	PPIG
2433	RECQL	5965	5965	RECQL
2434	CD300C	10871	10871	CD300C
2435	SRPRB	58477	58477	SRPRB
2436	SHC2	25759	25759	SHC2
2437	MAP7D3	79649	79649	MAP7D3
2438	ETV3L	440695	440695	ETV3L
2439	H3F3A	3020	3020	H3-3A
2440	SIK3	23387	23387	SIK3
2441	IL23R	149233	149233	IL23R
2442	MAP7D1	55700	55700	MAP7D1
2443	INTS4L1	285905	285905	INTS4P1
2444	POU4F3	5459	5459	POU4F3
2445	KCP	375616	375616	KCP
2446	PRKRIR	5612	5612	THAP12
2447	ACTR8	93973	93973	ACTR8
2448	BAIAP3	8938	8938	BAIAP3
2449	ACTR6	64431	64431	ACTR6
2450	ACTR5	79913	79913	ACTR5
2451	UQCRC1	7384	7384	UQCRC1
2452	ACTR3	10096	10096	ACTR3
2453	ACTR2	10097	10097	ACTR2
2454	PAQR9	344838	344838	PAQR9
2455	FOXP2	93986	93986	FOXP2
2456	WBSCR26	171022	171022	ABHD11-AS1
2457	EOMES	8320	8320	EOMES
2458	YY1	7528	7528	YY1
2459	VAX2	25806	25806	VAX2
2460	PTGFRN	5738	5738	PTGFRN
2461	RECQL4	9401	9401	RECQL4
2462	TUSC5	286753	286753	TRARG1
2463	KRT84	3890	3890	KRT84
2464	GGT5	2687	2687	GGT5
2465	WBSCR28	135886	135886	TMEM270
2466	GNRHR	2798	2798	GNRHR
2467	LYSMD2	256586	256586	LYSMD2
2468	KIAA0748	9840	9840	TESPA1
2469	PDE3B	5140	5140	PDE3B
2470	SPINK13	153218	153218	SPINK13
2471	NDP	4693	4693	NDP
2472	HYDIN	54768	54768	HYDIN
2473	CNR1	1268	1268	CNR1
2474	GBX2	2637	2637	GBX2
2475	GBX1	2636	2636	GBX1
2476	CNR2	1269	1269	CNR2
2477	SNORD115-8	100033445	100033445	SNORD115-8
2478	GNL3L	54552	54552	GNL3L
2479	POLDIP3	84271	84271	POLDIP3
2480	POLDIP2	26073	26073	POLDIP2
2481	ZNF57	126295	126295	ZNF57
2482	GP1BA	2811	2811	GP1BA
2483	RASA1	5921	5921	RASA1
2484	CBARA1	10367	10367	MICU1
2485	TTC39C	125488	125488	TTC39C
2486	FNDC1	84624	84624	FNDC1
2487	GTDC1	79712	79712	GTDC1
2488	TTF1	7270	7270	TTF1
2489	ALDH18A1	5832	5832	ALDH18A1
2490	RASA3	22821	22821	RASA3
2491	TUFT1	7286	7286	TUFT1
2492	SLC25A10	1468	1468	SLC25A10
2493	TIAF1	9220	9220	TIAF1
2494	ICOS	29851	29851	ICOS
2495	HHEX	3087	3087	HHEX
2496	ACTN2	88	88	ACTN2
2497	RABEP1	9135	9135	RABEP1
2498	PTPRU	10076	10076	PTPRU
2499	SAA2	6289	6289	SAA2
2500	H2BFWT	158983	158983	H2BW1
2501	PTPRT	11122	11122	PTPRT
2502	SAA1	6288	6288	SAA1
2503	ZXDB	158586	158586	ZXDB
2504	ANKS1B	56899	56899	ANKS1B
2505	C1orf74	148304	148304	C1orf74
2506	C1orf77	26097	26097	CHTOP
2507	ANKS1A	23294	23294	ANKS1A
2508	C1orf70	339453	339453	TMEM240
2509	OR5V1	81696	81696	OR5V1
2510	PTPRR	5801	5801	PTPRR
2511	TSTA3	7264	7264	GFUS
2512	SLAIN1	122060	122060	SLAIN1
2513	SPERT	220082	220082	CBY2
2514	LOC285359	285359	285359	PDCL3P4
2515	ACTRT1	139741	139741	ACTRT1
2516	ACTRT2	140625	140625	ACTRT2
2517	TINF2	26277	26277	TINF2
2518	GNRH2	2797	2797	GNRH2
2519	NKX3-2	579	579	NKX3-2
2520	NKX3-1	4824	4824	NKX3-1
2521	GNRH1	2796	2796	GNRH1
2522	NAP1L5	266812	266812	NAP1L5
2523	ZIM3	114026	114026	ZIM3
2524	RPL12	6136	6136	RPL12
2525	VHLL	391104	391104	VHLL
2526	ZNF597	146434	146434	ZNF597
2527	ZNF816A	125893	125893	ZNF816
2528	MDGA2	161357	161357	MDGA2
2529	SPRR1B	6699	6699	SPRR1B
2530	NDUFA7	4701	4701	NDUFA7
2531	ADAM10	102	102	ADAM10
2532	ADAM11	4185	4185	ADAM11
2533	ADAM12	8038	8038	ADAM12
2534	ADAM15	8751	8751	ADAM15
2535	ADAM17	6868	6868	ADAM17
2536	ADAM18	8749	8749	ADAM18
2537	ADAM19	8728	8728	ADAM19
2538	PPP1R2P1	100507444	100507444	PPP1R2P1
2539	WDSUB1	151525	151525	WDSUB1
2540	CPNE9	151835	151835	CPNE9
2541	CPNE8	144402	144402	CPNE8
2542	TYW1	55253	55253	TYW1
2543	PTPRF	5792	5792	PTPRF
2544	CPNE3	8895	8895	CPNE3
2545	CPNE2	221184	221184	CPNE2
2546	CPNE1	8904	8904	CPNE1
2547	MIF4GD	57409	57409	MIF4GD
2548	CPNE7	27132	27132	CPNE7
2549	CPNE6	9362	9362	CPNE6
2550	CPNE5	57699	57699	CPNE5
2551	CPNE4	131034	131034	CPNE4
2552	WNT8A	7478	7478	WNT8A
2553	TNFRSF11B	4982	4982	TNFRSF11B
2554	SFRS14	10147	10147	SUGP2
2555	SGCZ	137868	137868	SGCZ
2556	GDEP	118425	118425	PCAT4
2557	GLYAT	10249	10249	GLYAT
2558	TRIT1	54802	54802	TRIT1
2559	SFRS12	140890	140890	SREK1
2560	DNMT3B	1789	1789	DNMT3B
2561	OPALIN	93377	93377	OPALIN
2562	DNMT3A	1788	1788	DNMT3A
2563	SFRS11	9295	9295	SRSF11
2564	FLJ45445	399844	399844	LINC01002
2565	ZNF121	7675	7675	ZNF121
2566	RBM10	8241	8241	RBM10
2567	XRN2	22803	22803	XRN2
2568	DNMT3L	29947	29947	DNMT3L
2569	RABEPK	10244	10244	RABEPK
2570	UPK3BL	100134938	100134938	UPK3BL1
2571	LOC729609	729609	729609	LOC729609
2572	AAK1	22848	22848	AAK1
2573	SNRPN	6638	6638	SNRPN
2574	GDE1	51573	51573	GDE1
2575	SNRPB	6628	6628	SNRPB
2576	SNRPC	6631	6631	SNRPC
2577	SNRPA	6626	6626	SNRPA
2578	SHANK3	85358	85358	SHANK3
2579	OR2B2	81697	81697	OR2B2
2580	SHANK1	50944	50944	SHANK1
2581	SNRPE	6635	6635	SNRPE
2582	PBX4	80714	80714	PBX4
2583	KLC4	89953	89953	KLC4
2584	OR2B3	442184	442184	OR2B3
2585	ZNF554	115196	115196	ZNF554
2586	TNNI3K	51086	51086	TNNI3K
2587	SALL4	57167	57167	SALL4
2588	PTPRK	5796	5796	PTPRK
2589	HUS1	3364	3364	HUS1
2590	RGS9BP	388531	388531	RGS9BP
2591	PLAC8L1	153770	153770	PLAC8L1
2592	PTPRJ	5795	5795	PTPRJ
2593	UCP2	7351	7351	UCP2
2594	ZFR2	23217	23217	ZFR2
2595	PLCB1	23236	23236	PLCB1
2596	GPR62	118442	118442	GPR62
2597	PTPRH	5794	5794	PTPRH
2598	ZDHHC15	158866	158866	ZDHHC15
2599	ZDHHC14	79683	79683	ZDHHC14
2600	TMEM167B	56900	56900	TMEM167B
2601	PCSK9	255738	255738	PCSK9
2602	ZDHHC11	79844	79844	ZDHHC11
2603	PRCC	5546	5546	PRCC
2604	ZDHHC13	54503	54503	ZDHHC13
2605	ZDHHC12	84885	84885	ZDHHC12
2606	PCSK2	5126	5126	PCSK2
2607	PRKAG3	53632	53632	PRKAG3
2608	PCSK1	5122	5122	PCSK1
2609	PCSK6	5046	5046	PCSK6
2610	PCSK7	9159	9159	PCSK7
2611	PCSK4	54760	54760	PCSK4
2612	PCSK5	5125	5125	PCSK5
2613	DUSP28	285193	285193	DUSP28
2614	HIPK2	28996	28996	HIPK2
2615	HIPK1	204851	204851	HIPK1
2616	LASS3	204219	204219	CERS3
2617	HIPK4	147746	147746	HIPK4
2618	RPS3	6188	6188	RPS3
2619	DUSP21	63904	63904	DUSP21
2620	DUSP22	56940	56940	DUSP22
2621	DUSP23	54935	54935	DUSP23
2622	LEMD3	23592	23592	LEMD3
2623	LEMD2	221496	221496	LEMD2
2624	DUSP26	78986	78986	DUSP26
2625	DUSP27	92235	92235	STYXL2
2626	QARS	5859	5859	QARS1
2627	NCAN	1463	1463	NCAN
2628	SPDYE1	285955	285955	SPDYE1
2629	SLC16A6	9120	9120	SLC16A6
2630	YBX2	51087	51087	YBX2
2631	SCRG1	11341	11341	SCRG1
2632	GPATCH2	55105	55105	GPATCH2
2633	C3orf19	51244	51244	CCDC174
2634	C3orf18	51161	51161	C3orf18
2635	NAPA	8775	8775	NAPA
2636	OR6Q1	219952	219952	OR6Q1
2637	C3orf15	89876	89876	CFAP91
2638	C3orf14	57415	57415	C3orf14
2639	C3orf17	25871	25871	NEPRO
2640	C3orf16	389161	389161	ANKUB1
2641	C3orf10	55845	55845	BRK1
2642	OSR2	116039	116039	OSR2
2643	LARP1	23367	23367	LARP1
2644	LARP4	113251	113251	LARP4
2645	LARP6	55323	55323	LARP6
2646	LARP7	51574	51574	LARP7
2647	MGC26647	219557	219557	TEX47
2648	ISM2	145501	145501	ISM2
2649	ISM1	140862	140862	ISM1
2650	TNFSF15	9966	9966	TNFSF15
2651	GPATCH3	63906	63906	GPATCH3
2652	HSD17B7P2	158160	158160	HSD17B7P2
2653	TRYX3	136541	136541	PRSS58
2654	TTLL3	26140	26140	TTLL3
2655	TPTE	7179	7179	TPTE
2656	ZNF552	79818	79818	ZNF552
2657	RPSAP9	653162	653162	RPSAP9
2658	UBE2Q1	55585	55585	UBE2Q1
2659	DDX49	54555	54555	DDX49
2660	COL15A1	1306	1306	COL15A1
2661	LOC153328	153328	153328	SLC25A48
2662	ODAM	54959	54959	ODAM
2663	DDX41	51428	51428	DDX41
2664	TMEM45A	55076	55076	TMEM45A
2665	DDX43	55510	55510	DDX43
2666	DDX42	11325	11325	DDX42
2667	PTER	9317	9317	PTER
2668	DDX47	51202	51202	DDX47
2669	DDX46	9879	9879	DDX46
2670	PTEN	5728	5728	PTEN
2671	SLC20A1	6574	6574	SLC20A1
2672	PLTP	5360	5360	PLTP
2673	ATMIN	23300	23300	ATMIN
2674	EIF5A2	56648	56648	EIF5A2
2675	TMEM45B	120224	120224	TMEM45B
2676	LOC728743	728743	728743	LOC728743
2677	ELAVL4	1996	1996	ELAVL4
2678	LGR4	55366	55366	LGR4
2679	LGR6	59352	59352	LGR6
2680	C20orf30	29058	29058	TMEM230
2681	ELAVL2	1993	1993	ELAVL2
2682	ELAVL3	1995	1995	ELAVL3
2683	CDKN1C	1028	1028	CDKN1C
2684	CDKN1B	1027	1027	CDKN1B
2685	CDKN1A	1026	1026	CDKN1A
2686	UBE2D2	7322	7322	UBE2D2
2687	DPYSL4	10570	10570	DPYSL4
2688	MAEL	84944	84944	MAEL
2689	MLL3	58508	58508	KMT2C
2690	GUF1	60558	60558	GUF1
2691	SNORD67	692108	692108	SNORD67
2692	SNORD66	692107	692107	SNORD66
2693	LOC285419	285419	285419	LINC01091
2694	HBII-52-28	100036565	100036565	SNORD115-28
2695	MFNG	4242	4242	MFNG
2696	MLL4	9757	9757	KMT2B
2697	EDNRA	1909	1909	EDNRA
2698	EDNRB	1910	1910	EDNRB
2699	SNORD69	692109	692109	SNORD69
2700	SNORD68	606500	606500	SNORD68
2701	MYADML2	255275	255275	MYADML2
2702	FLJ36031	168455	168455	CCDC71L
2703	DNAI1	27019	27019	DNAI1
2704	APOD	347	347	APOD
2705	DNAI2	64446	64446	DNAI2
2706	APOB	338	338	APOB
2707	STX10	8677	8677	STX10
2708	APOO	79135	79135	APOO
2709	APOM	55937	55937	APOM
2710	NDUFV2	4729	4729	NDUFV2
2711	APOH	350	350	APOH
2712	FAM151B	167555	167555	FAM151B
2713	UTP11L	51118	51118	UTP11
2714	FAM151A	338094	338094	FAM151A
2715	FAM104A	84923	84923	FAM104A
2716	FAM104B	90736	90736	FAM104B
2717	NFIL3	4783	4783	NFIL3
2718	EN1	2019	2019	EN1
2719	REG3G	130120	130120	REG3G
2720	UQCRH	7388	7388	UQCRH
2721	VEGFB	7423	7423	VEGFB
2722	REG3A	5068	5068	REG3A
2723	CCDC50	152137	152137	CCDC50
2724	CCDC51	79714	79714	CCDC51
2725	CCDC52	152185	152185	SPICE1
2726	CCDC53	51019	51019	WASHC3
2727	CCDC54	84692	84692	CCDC54
2728	CCDC55	84081	84081	NSRP1
2729	CCDC56	28958	28958	COA3
2730	CCDC57	284001	284001	CCDC57
2731	CCDC58	131076	131076	MIX23
2732	CCDC59	29080	29080	CCDC59
2733	UGT3A2	167127	167127	UGT3A2
2734	SNORD38B	94163	94163	SNORD38B
2735	TAS2R60	338398	338398	TAS2R60
2736	TMEM128	85013	85013	TMEM128
2737	GPHN	10243	10243	GPHN
2738	PAXIP1	22976	22976	PAXIP1
2739	WFDC6	140870	140870	WFDC6
2740	ZMIZ2	83637	83637	ZMIZ2
2741	NUFIP2	57532	57532	NUFIP2
2742	RAD18	56852	56852	RAD18
2743	NUFIP1	26747	26747	NUFIP1
2744	RPL13AP6	644511	644511	RPL13AP6
2745	PREPL	9581	9581	PREPL
2746	RPL13AP3	645683	645683	RPL13AP3
2747	SULT4A1	25830	25830	SULT4A1
2748	CABP7	164633	164633	CABP7
2749	CABP5	56344	56344	CABP5
2750	CABP4	57010	57010	CABP4
2751	CABP2	51475	51475	CABP2
2752	CABP1	9478	9478	CABP1
2753	FBXO34	55030	55030	FBXO34
2754	FBXO36	130888	130888	FBXO36
2755	SLC35B2	347734	347734	SLC35B2
2756	FBXO30	84085	84085	FBXO30
2757	FBXO31	79791	79791	FBXO31
2758	FBXO32	114907	114907	FBXO32
2759	FBXO33	254170	254170	FBXO33
2760	HBE1	3046	3046	HBE1
2761	ZC3H7B	23264	23264	ZC3H7B
2762	CNRIP1	25927	25927	CNRIP1
2763	FBXO38	81545	81545	FBXO38
2764	FBXO39	162517	162517	FBXO39
2765	MPG	4350	4350	MPG
2766	SPAG17	200162	200162	SPAG17
2767	SAT1	6303	6303	SAT1
2768	TK1	7083	7083	TK1
2769	SAT2	112483	112483	SAT2
2770	LOC282997	282997	282997	PDCD4-AS1
2771	PELP1	27043	27043	PELP1
2772	LOC415056	415056	415056	CNTFR-AS1
2773	MBOAT2	129642	129642	MBOAT2
2774	MBOAT1	154141	154141	MBOAT1
2775	MBOAT7	79143	79143	MBOAT7
2776	MBOAT4	619373	619373	MBOAT4
2777	SPSB3	90864	90864	SPSB3
2778	SPSB2	84727	84727	SPSB2
2779	SPSB1	80176	80176	SPSB1
2780	HINT1	3094	3094	HINT1
2781	HINT2	84681	84681	HINT2
2782	HINT3	135114	135114	HINT3
2783	LOC642929	642929	642929	LOC642929
2784	SDPR	8436	8436	CAVIN2
