Seq	sample	Entrez_old	Entrez	Symbol
695	GALR1	2587	2587	GALR1
696	SETD1B	23067	23067	SETD1B
697	LYAR	55646	55646	LYAR
698	PCDH20	64881	64881	PCDH20
699	C8orf30A	51236	51236	HGH1
700	CH25H	9023	9023	CH25H
701	C16orf74	404550	404550	C16orf74
702	C16orf75	116028	116028	RMI2
703	MRPL27	51264	51264	MRPL27
704	CSF2RA	1438	1438	CSF2RA
705	DMD	1756	1756	DMD
706	C16orf71	146562	146562	C16orf71
707	C16orf72	29035	29035	C16orf72
708	C16orf73	254528	254528	MEIOB
709	GAB4	128954	128954	GAB4
710	LRFN4	78999	78999	LRFN4
711	C16orf78	123970	123970	C16orf78
712	C16orf79	283870	283870	BRICD5
713	GAB1	2549	2549	GAB1
714	C2orf81	388963	388963	C2orf81
715	C2orf80	389073	389073	C2orf80
716	C2orf83	56918	56918	C2orf83
717	C2orf82	389084	389084	SNORC
718	C2orf85	285093	285093	RTP5
719	C2orf84	653140	653140	FAM228A
720	HABP2	3026	3026	HABP2
721	C2orf86	51057	51057	WDPCP
722	C2orf89	129293	129293	TRABD2A
723	C2orf88	84281	84281	C2orf88
724	FLJ46361	375940	375940	DMBT1L1
725	NDRG3	57446	57446	NDRG3
726	NDRG4	65009	65009	NDRG4
727	TBC1D9	23158	23158	TBC1D9
728	ZSCAN2	54993	54993	ZSCAN2
729	PRAP1	118471	118471	PRAP1
730	CHD1L	9557	9557	CHD1L
731	HOXA6	3203	3203	HOXA6
732	HOXA5	3202	3202	HOXA5
733	SNORD38A	94162	94162	SNORD38A
734	DNAJB13	374407	374407	DNAJB13
735	DNAJB12	54788	54788	DNAJB12
736	DNAJB11	51726	51726	DNAJB11
737	HOXA4	3201	3201	HOXA4
738	HLA-DQB1	3119	3119	HLA-DQB1
739	MSMB	4477	4477	MSMB
740	UPF0639	400224	400224	PLEKHD1
741	DNAJB14	79982	79982	DNAJB14
742	RNF138	51444	51444	RNF138
743	HOXA3	3200	3200	HOXA3
744	ENOSF1	55556	55556	ENOSF1
745	HOXA2	3199	3199	HOXA2
746	CISD2	493856	493856	CISD2
747	CISD3	284106	284106	CISD3
748	CISD1	55847	55847	CISD1
749	CLNS1A	1207	1207	CLNS1A
750	HOXA1	3198	3198	HOXA1
751	FLJ44635	392490	392490	FLJ44635
752	R3HDML	140902	140902	R3HDML
753	TSHZ2	128553	128553	TSHZ2
754	TSHZ3	57616	57616	TSHZ3
755	EIF4E1B	253314	253314	EIF4E1B
756	MRC2	9902	9902	MRC2
757	FOXS1	2307	2307	FOXS1
758	PABPC1P2	728773	728773	PABPC1P2
759	ZNF581	51545	51545	ZNF581
760	IGLL1	3543	3543	IGLL1
761	MCOLN1	57192	57192	MCOLN1
762	ZNF582	147948	147948	ZNF582
763	TIPARP	25976	25976	TIPARP
764	ZNF584	201514	201514	ZNF584
765	ZNF587	84914	84914	ZNF587
766	HAPLN4	404037	404037	HAPLN4
767	ZNF589	51385	51385	ZNF589
768	U2AF2	11338	11338	U2AF2
769	THSD1	55901	55901	THSD1
770	SGK494	124923	124923	RSKR
771	TMEM115	11070	11070	TMEM115
772	ZFP161	7541	7541	ZBTB14
773	RELA	5970	5970	RELA
774	?|26823	26823	26823	RNU12-2P
775	LPAR6	10161	10161	LPAR6
776	LSM12	124801	124801	LSM12
777	PSD	5662	5662	PSD
778	UXS1	80146	80146	UXS1
779	CAMKK2	10645	10645	CAMKK2
780	CAMKK1	84254	84254	CAMKK1
781	P2RX2	22953	22953	P2RX2
782	HOXA9	3205	3205	HOXA9
783	LOC84856	84856	84856	LINC00839
784	OR8U1	219417	219417	OR8U1
785	LPAR5	57121	57121	LPAR5
786	ZP3	7784	7784	ZP3
787	LOC441046	441046	441046	GUSBP5
788	ZP2	7783	7783	ZP2
789	TMEM123	114908	114908	TMEM123
790	MTRF1L	54516	54516	MTRF1L
791	MYO1H	283446	283446	MYO1H
792	MYO1G	64005	64005	MYO1G
793	MYO1F	4542	4542	MYO1F
794	MYO1E	4643	4643	MYO1E
795	MYO1D	4642	4642	MYO1D
796	MYO1C	4641	4641	MYO1C
797	MYO1B	4430	4430	MYO1B
798	MYO1A	4640	4640	MYO1A
799	GRN	2896	2896	GRN
800	LCN6	158062	158062	LCN6
801	LOC100128640	100128640	100128640	ACVR2B-AS1
802	RPL36AL	6166	6166	RPL36AL
803	RAET1G	353091	353091	RAET1G
804	KIAA0391	9692	9692	PRORP
805	CHMP7	91782	91782	CHMP7
806	CHMP6	79643	79643	CHMP6
807	BCR	613	613	BCR
808	OR52N4	390072	390072	OR52N4
809	OR52N5	390075	390075	OR52N5
810	OR52N2	390077	390077	OR52N2
811	CTPS2	56474	56474	CTPS2
812	NDC80	10403	10403	NDC80
813	OR52N1	79473	79473	OR52N1
814	SULT6B1	391365	391365	SULT6B1
815	LY6G6C	80740	80740	LY6G6C
816	HOXA13	3209	3209	HOXA13
817	LY6G6E	79136	79136	LY6G6E
818	HOXA11	3207	3207	HOXA11
819	HOXA10	3206	3206	HOXA10
820	KRTAP19-2	337969	337969	KRTAP19-2
821	KRTAP19-3	337970	337970	KRTAP19-3
822	PPIAL4C	653598	653598	PPIAL4C
823	KRTAP19-1	337882	337882	KRTAP19-1
824	KRTAP19-6	337973	337973	KRTAP19-6
825	KRTAP19-7	337974	337974	KRTAP19-7
826	KRTAP19-4	337971	337971	KRTAP19-4
827	FAM188A	80013	80013	MINDY3
828	FAM160B1	57700	57700	FAM160B1
829	KRTAP19-8	728299	728299	KRTAP19-8
830	FAM160B2	64760	64760	FAM160B2
831	RAD54B	25788	25788	RAD54B
832	GALNTL5	168391	168391	GALNTL5
833	GALNTL4	374378	374378	GALNT18
834	TSSK4	283629	283629	TSSK4
835	GALNTL6	442117	442117	GALNTL6
836	GALNTL1	57452	57452	GALNT16
837	LSM11	134353	134353	LSM11
838	ZNF323	64288	64288	ZSCAN31
839	GALNTL2	117248	117248	GALNT15
840	SNORD114-3	767579	767579	SNORD114-3
841	SF3B1	23451	23451	SF3B1
842	TUSC2	11334	11334	TUSC2
843	SRI	6717	6717	SRI
844	SUN1	23353	23353	SUN1
845	SRL	6345	6345	SRL
846	SRM	6723	6723	SRM
847	SRR	63826	63826	SRR
848	LGALS9	3965	3965	LGALS9
849	LGALS8	3964	3964	LGALS8
850	LGALS3	3958	3958	LGALS3
851	LGALS2	3957	3957	LGALS2
852	LGALS1	3956	3956	LGALS1
853	SRY	6736	6736	SRY
854	LGALS7	3963	3963	LGALS7
855	LGALS4	3960	3960	LGALS4
856	NMU	10874	10874	NMU
857	RNF114	55905	55905	RNF114
858	AKIRIN2	55122	55122	AKIRIN2
859	AKIRIN1	79647	79647	AKIRIN1
860	EIF2AK1	27102	27102	EIF2AK1
861	ERCC6L	54821	54821	ERCC6L
862	EIF2AK3	9451	9451	EIF2AK3
863	EIF2AK2	5610	5610	EIF2AK2
864	TDG	6996	6996	TDG
865	EIF2AK4	440275	440275	EIF2AK4
866	HN1	51155	51155	JPT1
867	SMS	6611	6611	SMS
868	NMB	4828	4828	NMB
869	EREG	2069	2069	EREG
870	LOC729467	729467	729467	HSD52
871	AVPI1	60370	60370	AVPI1
872	MYO16	23026	23026	MYO16
873	FAM136B	387071	387071	FAM136BP
874	TRNT1	51095	51095	TRNT1
875	ASAP1	50807	50807	ASAP1
876	ASAP2	8853	8853	ASAP2
877	ASAP3	55616	55616	ASAP3
878	OCRL	4952	4952	OCRL
879	?|441362	441362	441362	REXO1L6P
880	VSIG10L	147645	147645	VSIG10L
881	PLAUR	5329	5329	PLAUR
882	XIST	7503	7503	XIST
883	KRT28	162605	162605	KRT28
884	TBX2	6909	6909	TBX2
885	LOR	4014	4014	LORICRIN
886	LRRC26	389816	389816	LRRC26
887	KIAA1524	57650	57650	CIP2A
888	LRRC24	441381	441381	LRRC24
889	KIAA1522	57648	57648	KIAA1522
890	MPDU1	9526	9526	MPDU1
891	KIAA1033	23325	23325	WASHC4
892	LOX	4015	4015	LOX
893	LPGAT1	9926	9926	LPGAT1
894	LOC284661	284661	284661	LINC01777
895	SEMA6D	80031	80031	SEMA6D
896	LRRC29	26231	26231	LRRC29
897	KIAA1529	57653	57653	SUGT1P4-STRA6LP-CCDC180
898	SH3D20	201175	201176	ARHGAP27
899	GCNT4	51301	51301	GCNT4
900	GCNT7	140687	140687	GCNT7
901	PRKX	5613	5613	PRKX
902	C14orf138	79609	79609	VCPKMT
903	C14orf139	79686	161176	SYNE3
904	GCNT3	9245	9245	GCNT3
905	GCNT2	2651	2651	GCNT2
906	C14orf135	64430	64430	PCNX4
907	LOC440957	440957	440957	SMIM4
908	C14orf132	56967	56967	C14orf132
909	ZNF165	7718	7718	ZNF165
910	LPCAT4	254531	254531	LPCAT4
911	LPCAT2	54947	54947	LPCAT2
912	LPCAT3	10162	10162	LPCAT3
913	LPCAT1	79888	79888	LPCAT1
914	SPNS1	83985	83985	SPNS1
915	KRT20	54474	54474	KRT20
916	MID1IP1	58526	58526	MID1IP1
917	TAS2R42	353164	353164	TAS2R42
918	PIGA	5277	5277	PIGA
919	PIGB	9488	9488	PIGB
920	PIGC	5279	5279	PIGC
921	PIGF	5281	5281	PIGF
922	CALCRL	10203	10203	CALCRL
923	PIGH	5283	5283	PIGH
924	TBC1D3	729873	729873	TBC1D3
925	MGC70857	414919	414919	C8orf82
926	PIGK	10026	10026	PIGK
927	PIGL	9487	9487	PIGL
928	PIGM	93183	93183	PIGM
929	PIGN	23556	23556	PIGN
930	PIGO	84720	84720	PIGO
931	PIGP	51227	51227	PIGP
932	C20orf185	359710	359710	BPIFB3
933	C20orf186	149954	149954	BPIFB4
934	PIGS	94005	94005	PIGS
935	ILKAP	80895	80895	ILKAP
936	PIGU	128869	128869	PIGU
937	PIGV	55650	55650	PIGV
938	PIGW	284098	284098	PIGW
939	PIGX	54965	54965	PIGX
940	PIGY	84992	84992	PIGY
941	PIGZ	80235	80235	PIGZ
942	KRT25	147183	147183	KRT25
943	TMEM80	283232	283232	TMEM80
944	NDFIP2	54602	54602	NDFIP2
945	ELAC1	55520	55520	ELAC1
946	ANKLE1	126549	126549	ANKLE1
947	OR52R1	119695	119695	OR52R1
948	OR10A7	121364	121364	OR10A7
949	ALPP	250	250	ALPP
950	RHPN1	114822	114822	RHPN1
951	INPPL1	3636	3636	INPPL1
952	OLR1	4973	4973	OLR1
953	RHPN2	85415	85415	RHPN2
954	SRRM1	10250	10250	SRRM1
955	ITGAD	3681	3681	ITGAD
956	MGST2	4258	4258	MGST2
957	SRRM2	23524	23524	SRRM2
958	RAET1L	154064	154064	RAET1L
959	SRRM4	84530	84530	SRRM4
960	ITGAE	3682	3682	ITGAE
961	PDK1	5163	5163	PDK1
962	SEPX1	51734	51734	MSRB1
963	PDK3	5165	5165	PDK3
964	PDK2	5164	5164	PDK2
965	EBP	10682	10682	EBP
966	PDK4	5166	5166	PDK4
967	SUN3	256979	256979	SUN3
968	LNPEP	4012	4012	LNPEP
969	MYO5C	55930	55930	MYO5C
970	ALPI	248	248	ALPI
971	ZNF292	23036	23036	ZNF292
972	SEC61A1	29927	29927	SEC61A1
973	SEC61A2	55176	55176	SEC61A2
974	ALPL	249	249	ALPL
975	PTGS2	5743	5743	PTGS2
976	PECR	55825	55825	PECR
977	DDHD2	23259	23259	DDHD2
978	TBC1D5	9779	9779	TBC1D5
979	NAPRT1	93100	93100	NAPRT
980	MGST3	4259	4259	MGST3
981	ZYG11A	440590	440590	ZYG11A
982	ORC2L	4999	4999	ORC2
983	RAB9BP1	9366	9366	RAB9BP1
984	OGFRL1	79627	79627	OGFRL1
985	PUF60	22827	22827	PUF60
986	SV2B	9899	9899	SV2B
987	ZFAND1	79752	79752	ZFAND1
988	MYO5B	4645	4645	MYO5B
989	TMEM82	388595	388595	TMEM82
990	PECI	10455	10455	ECI2
991	OR11G2	390439	390439	OR11G2
992	PPID	5481	5481	PPID
993	PLVAP	83483	83483	PLVAP
994	SLC39A13	91252	91252	SLC39A13
995	SLC39A10	57181	57181	SLC39A10
996	SLC39A11	201266	201266	SLC39A11
997	LOC96610	96610	96610	BMS1P20
998	SLC39A14	23516	23516	SLC39A14
999	SCN2B	6327	6327	SCN2B
1000	CEP120	153241	153241	CEP120
1001	MTMR10	54893	54893	MTMR10
1002	EIF1AX	1964	1964	EIF1AX
1003	EIF1AY	9086	9086	EIF1AY
1004	NTRK2	4915	4915	NTRK2
1005	NTRK3	4916	4916	NTRK3
1006	ARHGAP23	57636	57636	ARHGAP23
1007	ARHGAP22	58504	58504	ARHGAP22
1008	ARHGAP21	57584	57584	ARHGAP21
1009	ARHGAP20	57569	57569	ARHGAP20
1010	ARHGAP27	201176	201176	ARHGAP27
1011	ARHGAP26	23092	23092	ARHGAP26
1012	ARHGAP25	9938	9938	ARHGAP25
1013	ARHGAP24	83478	83478	ARHGAP24
1014	NARFL	64428	64428	CIAO3
1015	ARHGAP29	9411	9411	ARHGAP29
1016	ARHGAP28	79822	79822	ARHGAP28
1017	NFKBIL2	4796	4796	TONSL
1018	LOC150197	150197	150197	LINC00896
1019	PCGF1	84759	84759	PCGF1
1020	SYDE1	85360	85360	SYDE1
1021	DDIT3	1649	1649	DDIT3
1022	DDIT4	54541	54541	DDIT4
1023	NFKBIL1	4795	4795	NFKBIL1
1024	SLCO4C1	353189	353189	SLCO4C1
1025	RXFP3	51289	51289	RXFP3
1026	COL19A1	1310	1310	COL19A1
1027	NKRF	55922	55922	NKRF
1028	PCGF2	7703	7703	PCGF2
1029	TMEM84	283673	283673	EWSAT1
1030	SMAD2	4087	4087	SMAD2
1031	MYSM1	114803	114803	MYSM1
1032	ATG2A	23130	23130	ATG2A
1033	LOC162632	162632	162632	USP32P1
1034	ATG2B	55102	55102	ATG2B
1035	PPPDE1	51029	51029	DESI2
1036	PPPDE2	27351	27351	DESI1
1037	BMP7	655	655	BMP7
1038	C1orf38	9473	9473	THEMIS2
1039	BMP5	653	653	BMP5
1040	BMP4	652	652	BMP4
1041	BMP3	651	651	BMP3
1042	BMP2	650	650	BMP2
1043	BMP1	649	649	BMP1
1044	GPR4	2828	2828	GPR4
1045	C1orf31	388753	388753	COA6
1046	RLIM	51132	51132	RLIM
1047	OR5R1	219479	219479	OR8U3
1048	PCGF6	84108	84108	PCGF6
1049	C1orf35	79169	79169	C1orf35
1050	SSFA2	6744	6744	ITPRID2
1051	FEM1C	56929	56929	FEM1C
1052	TERF2	7014	7014	TERF2
1053	TERF1	7013	7013	TERF1
1054	ASF1B	55723	55723	ASF1B
1055	LOC344595	344595	344595	DUBR
1056	GOLGA8E	390535	390535	GOLGA8EP
1057	NDUFAF1	51103	51103	NDUFAF1
1058	GOLGA8G	283768	283768	GOLGA8G
1059	FEM1A	55527	55527	FEM1A
1060	GOLGA8A	23015	23015	GOLGA8A
1061	GOLGA8C	729786	729786	GOLGA8CP
1062	GOLGA8B	440270	440270	GOLGA8B
1063	MARCH11	441061	441061	MARCHF11
1064	MARCH10	162333	162333	MARCHF10
1065	LOC100125556	100125556	100125556	FAM86JP
1066	CT45A1	541466	541466	CT45A1
1067	PTOV1	53635	53635	PTOV1
1068	CT45A3	441519	441519	CT45A3
1069	CT45A2	728911	728911	CT45A2
1070	CT45A5	441521	441521	CT45A5
1071	CT45A4	441520	441519	CT45A3
1072	RASSF7	8045	8045	RASSF7
1073	CT45A6	541465	541465	CT45A6
1074	LPPR5	163404	163404	PLPPR5
1075	LPPR4	9890	9890	PLPPR4
1076	LPPR3	79948	79948	PLPPR3
1077	LPPR2	64748	64748	PLPPR2
1078	HBII-52-27	100036564	100036564	SNORD115-27
1079	PMS2L4	5382	5382	PMS2P4
1080	SPRY2	10253	10253	SPRY2
1081	RSAD2	91543	91543	RSAD2
1082	RSAD1	55316	55316	RSAD1
1083	ATP5C1	509	509	ATP5F1C
1084	NFS1	9054	9054	NFS1
1085	CHD3	1107	1107	CHD3
1086	CHD2	1106	1106	CHD2
1087	CHD5	26038	26038	CHD5
1088	CHD4	1108	1108	CHD4
1089	CHD7	55636	55636	CHD7
1090	CHD6	84181	84181	CHD6
1091	CHD9	80205	80205	CHD9
1092	CHD8	57680	57680	CHD8
1093	SGCA	6442	6442	SGCA
1094	LOC121838	121838	121838	NRAD1
1095	CAP1	10487	10487	CAP1
1096	CAP2	10486	10486	CAP2
1097	LOC283050	283050	283050	ZMIZ1-AS1
1098	NPC2	10577	10577	NPC2
1099	NPC1	4864	4864	NPC1
1100	SKIV2L	6499	6499	SKIV2L
1101	SNORD11	692058	692058	SNORD11
1102	TNFSF12-TNFSF13	407977	407977	TNFSF12-TNFSF13
1103	C3orf59	151963	151963	MB21D2
1104	C3orf58	205428	205428	DIPK2A
1105	PRKCB	5579	5579	PRKCB
1106	RAB3GAP2	25782	25782	RAB3GAP2
1107	IL4R	3566	3566	IL4R
1108	BHLHA15	168620	168620	BHLHA15
1109	PIKFYVE	200576	200576	PIKFYVE
1110	C3orf51	711	711	ERC2-IT1
1111	C3orf50	93556	93556	EGFEM1P
1112	C3orf52	79669	79669	C3orf52
1113	C3orf55	152078	152078	SLC66A1L
1114	C3orf54	389119	389119	INKA1
1115	C3orf57	165679	165679	SPTSSB
1116	CAPS	828	828	CAPS
1117	DYNC1LI1	51143	51143	DYNC1LI1
1118	DYNC1LI2	1783	1783	DYNC1LI2
1119	TRPC1	7220	7220	TRPC1
1120	EFHC2	80258	80258	EFHC2
1121	EFHC1	114327	114327	EFHC1
1122	CAPG	822	822	CAPG
1123	TPRKB	51002	51002	TPRKB
1124	ETHE1	23474	23474	ETHE1
1125	PRDM16	63976	63976	PRDM16
1126	ABCG1	9619	9619	ABCG1
1127	ABCG2	9429	9429	ABCG2
1128	PLSCR5	389158	389158	PLSCR5
1129	ABCG4	64137	64137	ABCG4
1130	ABCG5	64240	64240	ABCG5
1131	PRDM10	56980	56980	PRDM10
1132	PLSCR1	5359	5359	PLSCR1
1133	ABCG8	64241	64241	ABCG8
1134	MPO	4353	4353	MPO
1135	HNF4G	3174	3174	HNF4G
1136	AVP	551	551	AVP
1137	ELP2	55250	55250	ELP2
1138	PRKCZ	5590	5590	PRKCZ
1139	SPC25	57405	57405	SPC25
1140	TARS2	80222	80222	TARS2
1141	POLRMT	5442	5442	POLRMT
1142	MS4A6E	245802	245802	MS4A6E
1143	MPZ	4359	4359	MPZ
1144	SRBD1	55133	55133	SRBD1
1145	SGSM2	9905	9905	SGSM2
1146	MCPH1	79648	79648	MCPH1
1147	GRPEL1	80273	80273	GRPEL1
1148	GRPEL2	134266	134266	GRPEL2
1149	PLRG1	5356	5356	PLRG1
1150	SGSM1	129049	129049	SGSM1
1151	SF3B14	51639	51639	SF3B6
1152	SLC36A2	153201	153201	SLC36A2
1153	KRIT1	889	889	KRIT1
1154	LRRC27	80313	80313	LRRC27
1155	ASPHD1	253982	253982	ASPHD1
1156	TRPC7	57113	57113	TRPC7
1157	GADL1	339896	339896	GADL1
1158	KRTAP5-10	387273	387273	KRTAP5-10
1159	HLX	3142	3142	HLX
1160	QRSL1	55278	55278	QRSL1
1161	VOPP1	81552	81552	VOPP1
1162	FCER1G	2207	2207	FCER1G
1163	AKR1B10	57016	57016	AKR1B10
1164	BTG3	10950	10950	BTG3
1165	BTG2	7832	7832	BTG2
1166	AKR1B15	441282	441282	AKR1B15
1167	FAHD1	81889	81889	FAHD1
1168	ZNF592	9640	9640	ZNF592
1169	SLA2	84174	84174	SLA2
1170	SNORA67	26781	26781	SNORA67
1171	C4orf36	132989	132989	C4orf36
1172	C4orf37	285555	285555	STPG2
1173	C4orf34	201895	201895	SMIM14
1174	C4orf35	85438	85438	CABS1
1175	C4orf32	132720	132720	FAM241A
1176	C4orf33	132321	132321	C4orf33
1177	C4orf31	79625	79625	NDNF
1178	SRD5A3	79644	79644	SRD5A3
1179	SRD5A2	6716	6716	SRD5A2
1180	SRD5A1	6715	6715	SRD5A1
1181	ZFP1	162239	162239	ZFP1
1182	C4orf38	152641	152641	WWC2-AS2
1183	C4orf39	152756	152756	FAM218A
1184	HELLS	3070	3070	HELLS
1185	ZCCHC3	85364	85364	ZCCHC3
1186	FAM49A	81553	81553	CYRIA
1187	FAM49B	51571	51571	CYRIB
1188	PDILT	204474	204474	PDILT
1189	SNORD12	692057	692057	SNORD12
1190	SLC6A20	54716	54716	SLC6A20
1191	ZFP36L2	678	678	ZFP36L2
1192	GGA1	26088	26088	GGA1
1193	C10orf99	387695	387695	C10orf99
1194	GGA3	23163	23163	GGA3
1195	GGA2	23062	23062	GGA2
1196	C15orf48	84419	84419	C15orf48
1197	ZNF510	22869	22869	ZNF510
1198	C10orf90	118611	118611	C10orf90
1199	C10orf91	170393	170393	LINC02870
1200	C10orf93	255352	54777	CFAP46
1201	C15orf40	123207	123207	C15orf40
1202	C15orf41	84529	84529	CDIN1
1203	C10orf96	374355	374355	CCDC172
1204	C15orf43	145645	145645	TERB2
1205	SLC12A6	9990	9990	SLC12A6
1206	FHOD1	29109	29109	FHOD1
1207	FHOD3	80206	80206	FHOD3
1208	ADH7	131	131	ADH7
1209	ADH6	130	130	ADH6
1210	ADH5	128	128	ADH5
1211	ADH4	127	127	ADH4
1212	C4orf6	10141	10141	LINC01587
1213	C4orf7	260436	260436	FDCSP
1214	PKD1	5310	5310	PKD1
1215	NRL	4901	4901	NRL
1216	GJC2	57165	57165	GJC2
1217	C4orf3	401152	401152	C4orf3
1218	GJC1	10052	10052	GJC1
1219	ZNF138	7697	7697	ZNF138
1220	PFKFB1	5207	5207	PFKFB1
1221	PRKACG	5568	5568	PRKACG
1222	SPRYD3	84926	84926	SPRYD3
1223	PRKACA	5566	5566	PRKACA
1224	ERICH1	157697	157697	ERICH1
1225	NUAK2	81788	81788	NUAK2
1226	PRKACB	5567	5567	PRKACB
1227	PSMB7	5695	5695	PSMB7
1228	PSMB6	5694	5694	PSMB6
1229	PSMB5	5693	5693	PSMB5
1230	C14orf119	55017	55017	C14orf119
1231	PSMB3	5691	5691	PSMB3
1232	PSMB2	5690	5690	PSMB2
1233	PSMB1	5689	5689	PSMB1
1234	LOC100128842	100128842	Withdrawn	LOC100128842
1235	C20orf79	140856	140856	SCP2D1
1236	TNFSF10	8743	8743	TNFSF10
1237	PFKFB2	5208	5208	PFKFB2
1238	LMBR1L	55716	55716	LMBR1L
1239	HDHD3	81932	81932	HDHD3
1240	HDHD2	84064	84064	HDHD2
1241	C20orf71	128861	128861	BPIFA3
1242	C20orf70	140683	140683	BPIFA2
1243	LRRC23	10233	10233	LRRC23
1244	C20orf72	92667	92667	MGME1
1245	PFKFB4	5210	5210	PFKFB4
1246	PNMA1	9240	9240	PNMA1
1247	PPAPDC1A	196051	196051	PLPP4
1248	TDGF1	6997	6997	TDGF1
1249	KLK1	3816	3816	KLK1
1250	TDGF3	6998	6998	TDGF1P3
1251	LOH3CR2A	29931	29931	LINC00312
1252	LOC339788	339788	339788	LINC00298
1253	RMI1	80010	80010	RMI1
1254	CORO6	84940	84940	CORO6
1255	CORO7	79585	79585	CORO7
1256	SNORD21	6083	6083	SNORD21
1257	SNORD20	6082	6082	SNORD20
1258	SNORD23	692091	692091	SNORD23
1259	KLHDC5	57542	57542	KLHL42
1260	SNORD25	9303	9303	SNORD25
1261	KCNK9	51305	51305	KCNK9
1262	SFRS9	8683	8683	SRSF9
1263	LOC285456	285456	285456	RPL34-DT
1264	KCNK4	50801	50801	KCNK4
1265	KCNK5	8645	8645	KCNK5
1266	BDNFOS	497258	497258	BDNF-AS
1267	KCNK7	10089	10089	KCNK7
1268	FAM155B	27112	27112	FAM155B
1269	CRY1	1407	1407	CRY1
1270	CRY2	1408	1408	CRY2
1271	FAM155A	728215	728215	FAM155A
1272	C9orf144	389715	389715	FAM205BP
1273	SULT2A1	6822	6822	SULT2A1
1274	C9orf140	89958	89958	SAPCD2
1275	C9orf142	286257	286257	PAXX
1276	GLTP	51228	51228	GLTP
1277	NACC2	138151	138151	NACC2
1278	ACOT11	26027	26027	ACOT11
1279	ACOT12	134526	134526	ACOT12
1280	ACOT13	55856	55856	ACOT13
1281	VPS13A	23230	23230	VPS13A
1282	LOC100128788	100128788	100128788	SRRM2-AS1
1283	VPS13C	54832	54832	VPS13C
1284	VPS13B	157680	157680	VPS13B
1285	BEX5	340542	340542	BEX5
1286	BEX4	56271	56271	BEX4
1287	BEX2	84707	84707	BEX2
1288	BEX1	55859	55859	BEX1
1289	UBAP2	55833	55833	UBAP2
1290	TXLNG	55787	55787	TXLNG
1291	NUP160	23279	23279	NUP160
1292	ELTD1	64123	64123	ADGRL4
1293	N4BP3	23138	23138	N4BP3
1294	CRYM	1428	1428	CRYM
1295	TMEM163	81615	81615	TMEM163
1296	TMEM165	55858	55858	TMEM165
1297	SULT1A3	6818	6818	SULT1A3
1298	ME2	4200	4200	ME2
1299	EVI2A	2123	2123	EVI2A
1300	SERPINA5	5104	5104	SERPINA5
1301	EVI2B	2124	2124	EVI2B
1302	FOXN1	8456	8456	FOXN1
1303	FOXN2	3344	3344	FOXN2
1304	FOXN3	1112	1112	FOXN3
1305	SUGT1P1	441394	441394	SUGT1P1
1306	FAM27A	548321	100132948	FAM27C
1307	NICN1	84276	84276	NICN1
1308	WDR1	9948	9948	WDR1
1309	UGT1A5	54579	54579	UGT1A5
1310	COL14A1	7373	7373	COL14A1
1311	ZNF799	90576	90576	ZNF799
1312	GRIN2B	2904	2904	GRIN2B
1313	GRIN2C	2905	2905	GRIN2C
1314	GNA14	9630	9630	GNA14
1315	GNA15	2769	2769	GNA15
1316	GNA12	2768	2768	GNA12
1317	GNA13	10672	10672	GNA13
1318	GRIN2D	2906	2906	GRIN2D
1319	GNA11	2767	2767	GNA11
1320	NOL9	79707	79707	NOL9
1321	PRKAR1A	5573	5573	PRKAR1A
1322	IFFO1	25900	25900	IFFO1
1323	ZFP64	55734	55734	ZFP64
1324	IFFO2	126917	126917	IFFO2
1325	PRKAR1B	5575	5575	PRKAR1B
1326	MFGE8	4240	4240	MFGE8
1327	SH2B1	25970	25970	SH2B1
1328	KLK5	25818	25818	KLK5
1329	IL6ST	3572	3572	IL6ST
1330	SBF1	6305	6305	SBF1
1331	SBF2	81846	81846	SBF2
1332	SERPINA7	6906	6906	SERPINA7
1333	PCNT	5116	5116	PCNT
1334	SAR1A	56681	56681	SAR1A
1335	DBN1	1627	1627	DBN1
1336	SAR1B	51128	51128	SAR1B
1337	TPPP	11076	11076	TPPP
1338	ADD2	119	119	ADD2
1339	SNORD127	100113389	100113389	SNORD127
1340	OGDH	4967	4967	OGDH
1341	SIN3A	25942	25942	SIN3A
1342	ADD1	118	118	ADD1
1343	CDC73	79577	79577	CDC73
1344	C11orf35	256329	256329	LMNTD2
1345	C11orf34	349633	349633	PLET1
1346	C11orf36	283303	283303	MRGPRG-AS1
1347	C11orf31	280636	280636	SELENOH
1348	C11orf30	56946	56946	EMSY
1349	R3HDM1	23518	23518	R3HDM1
1350	OLIG3	167826	167826	OLIG3
1351	SEMG1	6406	6406	SEMG1
1352	UPP1	7378	7378	UPP1
1353	SEMG2	6407	6407	SEMG2
1354	LOC284276	284276	284276	LINC00908
1355	ZNF418	147686	147686	ZNF418
1356	EN2	2020	2020	EN2
1357	LOC100134713	100134713	100134713	NDUFB2-AS1
1358	LMBRD2	92255	92255	LMBRD2
1359	ANKRD20B	729171	729171	ANKRD20A8P
1360	OLIG1	116448	116448	OLIG1
1361	ZFP62	643836	643836	ZFP62
1362	RPL13AP20	387841	387841	RPL13AP20
1363	DAZL	1618	1618	DAZL
1364	DAZ3	57054	57054	DAZ3
1365	DAZ2	57055	57055	DAZ2
1366	DAZ1	1617	1617	DAZ1
1367	TAS2R19	259294	259294	TAS2R19
1368	DAZ4	57135	57135	DAZ4
1369	SRFBP1	153443	153443	SRFBP1
